event_id,split,reference_theta_deg,reference_phi_deg,reference_energy_eev,selected_stations,zenith_bin,multiplicity_bin,energy_bin,stratum
140613284502,validation,57.88,109.56,4.964,7.0,45-60,6-7,q3,45-60|6-7|q3
140631642000,train,36.71,347.09,6.239,7.0,30-45,6-7,q3,30-45|6-7|q3
140645816600,train,35.33,31.57,6.635,8.0,30-45,8-11,q3,30-45|8-11|q3
140672385901,train,38.53,236.92,4.629,6.0,30-45,6-7,q2,30-45|6-7|q2
140678121200,train,11.81,327.36,8.216,6.0,0-15,6-7,q4,0-15|6-7|q4
140691863700,train,17.95,168.74,11.151,7.0,15-30,6-7,q4,15-30|6-7|q4
140695568200,validation,23.71,331.31,6.738,6.0,15-30,6-7,q3,15-30|6-7|q3
140828234000,train,14.06,112.03,2.699,6.0,0-15,6-7,q1,0-15|6-7|q1
140836217700,train,58.16,231.42,2.684,10.0,45-60,8-11,q1,45-60|8-11|q1
140876912800,train,27.76,89.95,20.959,12.0,15-30,12+,q4,15-30|12+|q4
140904610002,train,50.92,208.57,2.782,7.0,45-60,6-7,q1,45-60|6-7|q1
140925108600,train,41.03,296.34,42.745,14.0,30-45,12+,q4,30-45|12+|q4
140933407100,train,28.19,224.54,4.37,6.0,15-30,6-7,q2,15-30|6-7|q2
141005492000,train,9.24,33.87,15.305,6.0,0-15,6-7,q4,0-15|6-7|q4
141006446000,train,22.6,258.56,4.331,6.0,15-30,6-7,q2,15-30|6-7|q2
141066894500,train,40.75,106.54,27.106,13.0,30-45,12+,q4,30-45|12+|q4
141100156100,test,49.85,119.57,4.739,6.0,45-60,6-7,q3,45-60|6-7|q3
141175579901,train,32.39,186.75,45.16,14.0,30-45,12+,q4,30-45|12+|q4
141175996200,train,23.23,44.12,2.761,6.0,15-30,6-7,q1,15-30|6-7|q1
141284364200,train,25.33,359.05,18.993,7.0,15-30,6-7,q4,15-30|6-7|q4
141362166000,train,23.14,253.94,50.524,12.0,15-30,12+,q4,15-30|12+|q4
141362682500,validation,40.92,46.73,56.449,17.0,30-45,12+,q4,30-45|12+|q4
141507075500,train,40.22,216.53,6.054,8.0,30-45,8-11,q3,30-45|8-11|q3
141607540500,train,11.57,4.16,14.34,6.0,0-15,6-7,q4,0-15|6-7|q4
141662789300,train,39.94,4.73,7.401,8.0,30-45,8-11,q3,30-45|8-11|q3
141673395300,validation,14.44,199.72,18.618,7.0,0-15,6-7,q4,0-15|6-7|q4
141724843900,train,36.01,145.31,3.25,8.0,30-45,8-11,q1,30-45|8-11|q1
141770264900,validation,55.23,32.37,5.277,7.0,45-60,6-7,q3,45-60|6-7|q3
141804466500,train,23.33,180.9,47.873,10.0,15-30,8-11,q4,15-30|8-11|q4
141886275100,test,14.42,149.83,10.409,8.0,0-15,8-11,q4,0-15|8-11|q4
141967932500,train,8.9,158.66,3.495,6.0,0-15,6-7,q2,0-15|6-7|q2
141977721600,train,3.83,184.92,13.728,8.0,0-15,8-11,q4,0-15|8-11|q4
142124342400,train,52.26,98.38,4.494,12.0,45-60,12+,q2,45-60|12+|q2
142232070900,test,55.6,329.74,4.331,8.0,45-60,8-11,q2,45-60|8-11|q2
142246801100,train,53.4,34.39,3.344,6.0,45-60,6-7,q2,45-60|6-7|q2
142307100400,test,58.16,120.15,5.001,7.0,45-60,6-7,q3,45-60|6-7|q3
142321216200,validation,37.68,49.24,9.251,6.0,30-45,6-7,q4,30-45|6-7|q4
142341000100,validation,44.51,305.24,30.316,15.0,30-45,12+,q4,30-45|12+|q4
142367991500,train,37.54,209.04,3.789,8.0,30-45,8-11,q2,30-45|8-11|q2
142511448400,train,14.55,63.62,10.21,7.0,0-15,6-7,q4,0-15|6-7|q4
142534038600,train,13.57,97.53,25.424,7.0,0-15,6-7,q4,0-15|6-7|q4
142550708000,train,23.96,159.39,2.762,6.0,15-30,6-7,q1,15-30|6-7|q1
142578521800,train,47.93,208.9,3.879,6.0,45-60,6-7,q2,45-60|6-7|q2
142644923200,test,37.4,8.25,2.75,6.0,30-45,6-7,q1,30-45|6-7|q1
142650750400,train,51.86,6.61,18.167,12.0,45-60,12+,q4,45-60|12+|q4
142711216000,test,27.98,46.83,4.295,6.0,15-30,6-7,q2,15-30|6-7|q2
142732431300,train,58.72,84.63,4.679,6.0,45-60,6-7,q2,45-60|6-7|q2
142790112700,validation,56.0,269.74,2.833,9.0,45-60,8-11,q1,45-60|8-11|q1
142793569600,train,15.4,266.22,3.621,6.0,15-30,6-7,q2,15-30|6-7|q2
142816207800,train,28.68,258.12,9.507,6.0,15-30,6-7,q4,15-30|6-7|q4
142816284000,train,34.36,59.18,29.794,10.0,30-45,8-11,q4,30-45|8-11|q4
142830186000,train,50.49,46.99,12.025,12.0,45-60,12+,q4,45-60|12+|q4
142835706201,train,48.73,190.85,15.686,11.0,45-60,8-11,q4,45-60|8-11|q4
142840418700,train,39.94,21.53,8.952,7.0,30-45,6-7,q4,30-45|6-7|q4
142853137100,validation,24.59,285.8,7.542,8.0,15-30,8-11,q3,15-30|8-11|q3
142984542900,test,48.25,306.54,2.678,8.0,45-60,8-11,q1,45-60|8-11|q1
143001954300,validation,52.27,253.4,17.619,14.0,45-60,12+,q4,45-60|12+|q4
143007683000,validation,7.21,204.67,10.585,7.0,0-15,6-7,q4,0-15|6-7|q4
143024870400,train,55.17,234.99,3.326,8.0,45-60,8-11,q1,45-60|8-11|q1
143035146300,train,11.34,348.26,2.668,6.0,0-15,6-7,q1,0-15|6-7|q1
143053799000,validation,43.36,129.4,5.753,6.0,30-45,6-7,q3,30-45|6-7|q3
143106044100,train,36.74,339.43,4.754,6.0,30-45,6-7,q3,30-45|6-7|q3
143112677300,train,41.68,150.62,43.942,13.0,30-45,12+,q4,30-45|12+|q4
143112929500,train,34.77,288.16,10.668,7.0,30-45,6-7,q4,30-45|6-7|q4
143144147300,train,41.47,329.59,3.862,8.0,30-45,8-11,q2,30-45|8-11|q2
143155868600,train,56.48,276.91,4.09,6.0,45-60,6-7,q2,45-60|6-7|q2
143191248900,train,5.0,241.75,19.839,8.0,0-15,8-11,q4,0-15|8-11|q4
143207295900,train,43.19,309.45,6.863,7.0,30-45,6-7,q3,30-45|6-7|q3
143222545800,train,32.12,262.24,6.782,8.0,30-45,8-11,q3,30-45|8-11|q3
143225334000,train,39.59,98.38,2.777,6.0,30-45,6-7,q1,30-45|6-7|q1
143230149600,train,59.57,317.66,5.68,12.0,45-60,12+,q3,45-60|12+|q3
143233083000,train,12.34,9.68,6.176,6.0,0-15,6-7,q3,0-15|6-7|q3
143297214000,validation,46.71,122.55,5.638,6.0,45-60,6-7,q3,45-60|6-7|q3
143340328600,train,37.13,261.49,6.84,8.0,30-45,8-11,q3,30-45|8-11|q3
143413759600,train,15.04,148.65,5.496,6.0,15-30,6-7,q3,15-30|6-7|q3
143414458700,train,42.12,109.38,8.899,7.0,30-45,6-7,q4,30-45|6-7|q4
143430629000,train,24.78,202.03,14.306,9.0,15-30,8-11,q4,15-30|8-11|q4
143445193100,train,52.44,287.82,3.035,6.0,45-60,6-7,q1,45-60|6-7|q1
143486886800,train,55.89,50.37,3.156,8.0,45-60,8-11,q1,45-60|8-11|q1
143496387000,train,6.47,163.54,14.759,6.0,0-15,6-7,q4,0-15|6-7|q4
143508540200,test,34.26,191.48,6.11,7.0,30-45,6-7,q3,30-45|6-7|q3
143576551600,train,52.54,208.17,5.057,8.0,45-60,8-11,q3,45-60|8-11|q3
143595668600,train,56.32,3.19,4.954,8.0,45-60,8-11,q3,45-60|8-11|q3
143621914600,train,23.51,204.06,5.076,6.0,15-30,6-7,q3,15-30|6-7|q3
150046237600,validation,55.39,351.66,8.236,7.0,45-60,6-7,q4,45-60|6-7|q4
150090089701,train,50.21,292.73,6.134,11.0,45-60,8-11,q3,45-60|8-11|q3
150484989001,test,46.93,133.62,8.212,7.0,45-60,6-7,q4,45-60|6-7|q4
150522751100,train,28.87,250.59,10.011,6.0,15-30,6-7,q4,15-30|6-7|q4
150525377200,train,43.08,151.03,2.567,6.0,30-45,6-7,q1,30-45|6-7|q1
150527982901,train,27.7,314.17,4.345,6.0,15-30,6-7,q2,15-30|6-7|q2
150556486400,train,58.43,276.21,5.116,13.0,45-60,12+,q3,45-60|12+|q3
150557578100,test,12.93,261.6,8.96,8.0,0-15,8-11,q4,0-15|8-11|q4
150622570300,train,17.65,229.18,9.412,7.0,15-30,6-7,q4,15-30|6-7|q4
150732165000,train,9.44,297.73,8.584,7.0,0-15,6-7,q4,0-15|6-7|q4
150773970400,test,36.41,158.02,4.609,6.0,30-45,6-7,q2,30-45|6-7|q2
150843282000,train,30.78,35.24,3.223,7.0,30-45,6-7,q1,30-45|6-7|q1
150843524000,validation,14.35,108.23,44.211,9.0,0-15,8-11,q4,0-15|8-11|q4
150900016700,train,25.01,320.89,2.922,6.0,15-30,6-7,q1,15-30|6-7|q1
150901049800,validation,9.48,329.24,8.797,7.0,0-15,6-7,q4,0-15|6-7|q4
151008504100,train,42.2,330.34,11.042,11.0,30-45,8-11,q4,30-45|8-11|q4
151065816000,validation,59.17,211.14,6.62,13.0,45-60,12+,q3,45-60|12+|q3
151096705500,train,27.91,207.53,4.225,7.0,15-30,6-7,q2,15-30|6-7|q2
151162606300,train,41.96,258.52,5.091,6.0,30-45,6-7,q3,30-45|6-7|q3
151171023300,train,13.81,320.55,5.181,6.0,0-15,6-7,q3,0-15|6-7|q3
151187700000,train,13.86,189.27,7.57,7.0,0-15,6-7,q3,0-15|6-7|q3
151290615700,train,36.96,214.79,27.905,13.0,30-45,12+,q4,30-45|12+|q4
151337119201,train,44.28,253.81,4.448,8.0,30-45,8-11,q2,30-45|8-11|q2
151361691500,train,25.11,81.53,5.394,8.0,15-30,8-11,q3,15-30|8-11|q3
151390919800,train,38.96,172.89,3.405,7.0,30-45,6-7,q2,30-45|6-7|q2
151392568100,validation,30.99,332.08,4.567,8.0,30-45,8-11,q2,30-45|8-11|q2
151411840900,train,59.69,55.42,2.626,9.0,45-60,8-11,q1,45-60|8-11|q1
151426399100,test,43.46,68.95,3.091,7.0,30-45,6-7,q1,30-45|6-7|q1
151433402300,train,39.68,220.12,99.034,19.0,30-45,12+,q4,30-45|12+|q4
151463319600,train,48.11,267.58,15.453,11.0,45-60,8-11,q4,45-60|8-11|q4
151496058800,validation,25.47,254.95,7.295,7.0,15-30,6-7,q3,15-30|6-7|q3
151505398101,train,48.06,137.81,7.981,7.0,45-60,6-7,q4,45-60|6-7|q4
151630847600,train,47.58,84.26,8.259,10.0,45-60,8-11,q4,45-60|8-11|q4
151695553900,validation,39.46,302.01,11.406,7.0,30-45,6-7,q4,30-45|6-7|q4
151713248500,train,47.77,285.03,4.138,6.0,45-60,6-7,q2,45-60|6-7|q2
151740638700,train,57.87,318.46,4.304,8.0,45-60,8-11,q2,45-60|8-11|q2
151857379800,train,27.82,277.29,36.579,12.0,15-30,12+,q4,15-30|12+|q4
151890076600,train,46.1,132.15,5.472,12.0,45-60,12+,q3,45-60|12+|q3
151950990400,test,30.0,28.83,3.917,6.0,15-30,6-7,q2,15-30|6-7|q2
151960245100,test,44.53,316.51,3.446,7.0,30-45,6-7,q2,30-45|6-7|q2
152025992000,train,27.89,22.89,7.816,6.0,15-30,6-7,q4,15-30|6-7|q4
152055279201,test,15.0,85.42,10.42,7.0,0-15,6-7,q4,0-15|6-7|q4
152123137400,train,26.23,86.47,2.818,7.0,15-30,6-7,q1,15-30|6-7|q1
152131651200,test,26.44,259.66,3.793,7.0,15-30,6-7,q2,15-30|6-7|q2
152135434800,train,27.27,83.88,3.386,8.0,15-30,8-11,q2,15-30|8-11|q2
152174885501,train,13.61,43.63,11.756,7.0,0-15,6-7,q4,0-15|6-7|q4
152181055400,train,44.58,148.9,4.251,7.0,30-45,6-7,q2,30-45|6-7|q2
152270948000,test,38.04,66.52,7.972,7.0,30-45,6-7,q4,30-45|6-7|q4
152363705100,validation,59.03,20.38,5.393,8.0,45-60,8-11,q3,45-60|8-11|q3
152364323000,train,20.3,313.91,126.449,14.0,15-30,12+,q4,15-30|12+|q4
152375204200,train,14.08,332.53,37.992,10.0,0-15,8-11,q4,0-15|8-11|q4
152403800900,train,52.52,171.38,3.446,8.0,45-60,8-11,q2,45-60|8-11|q2
152417735000,train,19.53,45.43,2.987,6.0,15-30,6-7,q1,15-30|6-7|q1
152741315800,train,57.98,352.91,3.262,8.0,45-60,8-11,q1,45-60|8-11|q1
152802689200,test,36.18,18.04,6.468,8.0,30-45,8-11,q3,30-45|8-11|q3
152811954400,test,58.78,111.25,3.095,8.0,45-60,8-11,q1,45-60|8-11|q1
152822748600,train,48.31,242.26,20.748,8.0,45-60,8-11,q4,45-60|8-11|q4
152875793200,test,38.64,17.76,4.341,8.0,30-45,8-11,q2,30-45|8-11|q2
152890840001,test,20.75,287.88,17.126,7.0,15-30,6-7,q4,15-30|6-7|q4
152950904500,train,42.1,255.87,2.949,6.0,30-45,6-7,q1,30-45|6-7|q1
152988425500,train,24.22,181.55,3.489,6.0,15-30,6-7,q2,15-30|6-7|q2
153067849800,train,47.87,355.97,5.73,7.0,45-60,6-7,q3,45-60|6-7|q3
153173100501,train,48.99,42.06,2.871,6.0,45-60,6-7,q1,45-60|6-7|q1
153210384900,train,44.91,172.88,6.136,6.0,30-45,6-7,q3,30-45|6-7|q3
153256488900,train,33.4,239.42,5.221,7.0,30-45,6-7,q3,30-45|6-7|q3
153318494200,train,26.3,221.36,11.527,6.0,15-30,6-7,q4,15-30|6-7|q4
153351874000,test,51.64,223.19,2.868,8.0,45-60,8-11,q1,45-60|8-11|q1
153447360900,train,44.63,23.98,4.016,8.0,30-45,8-11,q2,30-45|8-11|q2
153496054500,test,4.85,82.85,11.948,8.0,0-15,8-11,q4,0-15|8-11|q4
153526770500,train,25.57,0.64,2.787,6.0,15-30,6-7,q1,15-30|6-7|q1
153544785800,train,29.77,103.93,2.983,6.0,15-30,6-7,q1,15-30|6-7|q1
153610991800,train,48.59,176.2,5.774,11.0,45-60,8-11,q3,45-60|8-11|q3
160147912800,train,23.82,170.52,2.582,6.0,15-30,6-7,q1,15-30|6-7|q1
160163795500,train,44.11,319.05,5.952,9.0,30-45,8-11,q3,30-45|8-11|q3
160210414600,train,14.14,180.06,100.96,13.0,0-15,12+,q4,0-15|12+|q4
160217043800,validation,55.52,346.88,3.985,9.0,45-60,8-11,q2,45-60|8-11|q2
160221775000,train,57.07,105.49,6.564,12.0,45-60,12+,q3,45-60|12+|q3
160436226300,train,46.73,219.84,14.357,12.0,45-60,12+,q4,45-60|12+|q4
160445873100,train,20.37,181.32,2.543,6.0,15-30,6-7,q1,15-30|6-7|q1
160450419100,train,58.76,228.43,9.737,12.0,45-60,12+,q4,45-60|12+|q4
160465173500,train,48.13,245.42,5.827,10.0,45-60,8-11,q3,45-60|8-11|q3
160544821602,train,40.93,357.01,27.267,12.0,30-45,12+,q4,30-45|12+|q4
160596861400,train,7.45,355.83,14.923,9.0,0-15,8-11,q4,0-15|8-11|q4
160617952100,validation,34.12,214.75,8.245,6.0,30-45,6-7,q4,30-45|6-7|q4
160633457000,test,29.55,164.2,9.823,6.0,15-30,6-7,q4,15-30|6-7|q4
160637799400,train,24.19,156.87,38.445,12.0,15-30,12+,q4,15-30|12+|q4
160655946800,train,10.62,135.17,5.469,6.0,0-15,6-7,q3,0-15|6-7|q3
160691159900,validation,36.33,314.65,6.531,9.0,30-45,8-11,q3,30-45|8-11|q3
160708445200,train,37.16,25.94,2.757,6.0,30-45,6-7,q1,30-45|6-7|q1
160763622500,train,10.67,171.71,15.889,7.0,0-15,6-7,q4,0-15|6-7|q4
160793827800,train,52.14,324.4,2.891,7.0,45-60,6-7,q1,45-60|6-7|q1
160831326800,train,57.9,289.07,7.95,12.0,45-60,12+,q4,45-60|12+|q4
160865404900,train,13.82,64.74,5.141,6.0,0-15,6-7,q3,0-15|6-7|q3
160947574700,train,19.05,343.02,7.728,6.0,15-30,6-7,q4,15-30|6-7|q4
160950535500,train,42.36,23.83,20.228,11.0,30-45,8-11,q4,30-45|8-11|q4
160951060100,test,34.37,10.71,4.6,6.0,30-45,6-7,q2,30-45|6-7|q2
160960973000,train,51.03,354.09,2.961,8.0,45-60,8-11,q1,45-60|8-11|q1
160997882100,train,44.46,155.97,3.181,8.0,30-45,8-11,q1,30-45|8-11|q1
161027284500,train,12.34,167.0,10.412,6.0,0-15,6-7,q4,0-15|6-7|q4
161047160801,test,49.34,348.66,3.242,6.0,45-60,6-7,q1,45-60|6-7|q1
161061518700,train,49.06,306.75,13.762,11.0,45-60,8-11,q4,45-60|8-11|q4
161071939500,validation,50.67,202.24,6.65,12.0,45-60,12+,q3,45-60|12+|q3
161107437800,train,43.45,83.23,10.282,7.0,30-45,6-7,q4,30-45|6-7|q4
161116188500,validation,8.09,149.59,14.897,7.0,0-15,6-7,q4,0-15|6-7|q4
161150610701,train,37.13,133.66,24.222,12.0,30-45,12+,q4,30-45|12+|q4
161155438000,train,24.93,314.64,3.908,6.0,15-30,6-7,q2,15-30|6-7|q2
161210423100,train,59.94,24.57,16.128,13.0,45-60,12+,q4,45-60|12+|q4
161253809000,train,51.95,262.05,7.672,10.0,45-60,8-11,q4,45-60|8-11|q4
161433983700,validation,55.62,244.7,11.441,12.0,45-60,12+,q4,45-60|12+|q4
161437764600,train,57.91,208.71,2.907,8.0,45-60,8-11,q1,45-60|8-11|q1
161461435500,validation,52.58,195.52,3.957,6.0,45-60,6-7,q2,45-60|6-7|q2
161511665600,train,45.48,155.05,5.531,6.0,45-60,6-7,q3,45-60|6-7|q3
161622106700,train,49.68,26.3,5.718,6.0,45-60,6-7,q3,45-60|6-7|q3
161705499501,validation,23.18,250.63,7.851,7.0,15-30,6-7,q4,15-30|6-7|q4
161764196400,train,40.31,331.75,3.041,6.0,30-45,6-7,q1,30-45|6-7|q1
161880681000,train,47.32,189.49,4.116,6.0,45-60,6-7,q2,45-60|6-7|q2
161913450400,validation,55.71,150.54,8.283,12.0,45-60,12+,q4,45-60|12+|q4
161970068000,train,43.93,157.17,2.596,8.0,30-45,8-11,q1,30-45|8-11|q1
162020689900,validation,49.76,295.18,5.33,6.0,45-60,6-7,q3,45-60|6-7|q3
162041446800,validation,27.85,325.25,4.437,7.0,15-30,6-7,q2,15-30|6-7|q2
162045919400,train,17.81,140.9,4.585,6.0,15-30,6-7,q2,15-30|6-7|q2
162060255300,test,50.99,297.81,9.677,8.0,45-60,8-11,q4,45-60|8-11|q4
162130133800,train,59.23,29.55,22.569,18.0,45-60,12+,q4,45-60|12+|q4
162178389100,train,47.68,110.27,7.868,6.0,45-60,6-7,q4,45-60|6-7|q4
162217922600,validation,18.74,167.26,13.517,8.0,15-30,8-11,q4,15-30|8-11|q4
162246121700,train,41.91,92.99,4.755,8.0,30-45,8-11,q3,30-45|8-11|q3
162347714900,train,12.67,211.76,31.216,10.0,0-15,8-11,q4,0-15|8-11|q4
162415329101,train,48.37,33.18,3.226,6.0,45-60,6-7,q1,45-60|6-7|q1
162455591100,train,7.71,26.14,3.181,6.0,0-15,6-7,q1,0-15|6-7|q1
162511263900,train,44.99,160.12,8.098,6.0,30-45,6-7,q4,30-45|6-7|q4
162626086100,train,53.25,224.18,3.936,10.0,45-60,8-11,q2,45-60|8-11|q2
162706023800,train,26.32,294.97,5.91,7.0,15-30,6-7,q3,15-30|6-7|q3
162744549000,train,59.37,108.1,5.448,9.0,45-60,8-11,q3,45-60|8-11|q3
162820604400,test,55.83,122.64,4.495,12.0,45-60,12+,q2,45-60|12+|q2
162830764700,train,46.5,18.95,4.168,7.0,45-60,6-7,q2,45-60|6-7|q2
162851853900,test,26.2,200.83,6.095,6.0,15-30,6-7,q3,15-30|6-7|q3
162866736400,validation,54.75,352.01,6.707,7.0,45-60,6-7,q3,45-60|6-7|q3
162936875300,train,49.25,151.55,7.99,7.0,45-60,6-7,q4,45-60|6-7|q4
162967808400,validation,39.74,208.2,2.857,7.0,30-45,6-7,q1,30-45|6-7|q1
163051054600,train,42.31,63.77,5.446,8.0,30-45,8-11,q3,30-45|8-11|q3
163083944500,train,55.38,254.53,4.823,9.0,45-60,8-11,q3,45-60|8-11|q3
163088146200,validation,34.52,27.86,9.336,6.0,30-45,6-7,q4,30-45|6-7|q4
163176891800,train,13.93,316.1,5.365,6.0,0-15,6-7,q3,0-15|6-7|q3
163312139200,train,41.81,328.74,2.792,8.0,30-45,8-11,q1,30-45|8-11|q1
163421031800,train,34.13,94.33,7.604,7.0,30-45,6-7,q3,30-45|6-7|q3
163560227600,train,58.51,300.95,3.24,9.0,45-60,8-11,q1,45-60|8-11|q1
163586488300,test,25.78,79.35,11.387,9.0,15-30,8-11,q4,15-30|8-11|q4
163611523500,train,50.03,352.06,3.445,8.0,45-60,8-11,q2,45-60|8-11|q2
163624954900,train,6.18,287.09,6.238,6.0,0-15,6-7,q3,0-15|6-7|q3
170090885300,train,38.96,34.99,5.5,6.0,30-45,6-7,q3,30-45|6-7|q3
170136010300,train,29.46,21.2,12.339,7.0,15-30,6-7,q4,15-30|6-7|q4
170218150302,train,40.14,207.23,2.684,8.0,30-45,8-11,q1,30-45|8-11|q1
170366248800,train,49.61,36.21,7.78,7.0,45-60,6-7,q4,45-60|6-7|q4
170436772800,validation,28.23,247.38,5.224,6.0,15-30,6-7,q3,15-30|6-7|q3
170456582300,train,21.31,305.17,38.165,11.0,15-30,8-11,q4,15-30|8-11|q4
170468168801,train,41.56,283.24,8.836,7.0,30-45,6-7,q4,30-45|6-7|q4
170500717400,train,50.66,60.76,9.817,9.0,45-60,8-11,q4,45-60|8-11|q4
170568368601,train,44.44,245.99,3.762,7.0,30-45,6-7,q2,30-45|6-7|q2
170593235400,train,16.03,284.42,4.595,6.0,15-30,6-7,q2,15-30|6-7|q2
170651178800,train,53.38,15.26,3.757,6.0,45-60,6-7,q2,45-60|6-7|q2
170674494800,train,46.63,3.73,4.107,8.0,45-60,8-11,q2,45-60|8-11|q2
170695022100,validation,23.8,255.45,2.901,6.0,15-30,6-7,q1,15-30|6-7|q1
170747433100,train,8.59,3.64,24.134,8.0,0-15,8-11,q4,0-15|8-11|q4
170784777000,train,21.9,76.63,3.104,6.0,15-30,6-7,q1,15-30|6-7|q1
170812677600,train,7.99,192.41,7.291,6.0,0-15,6-7,q3,0-15|6-7|q3
170895796500,train,39.1,130.37,3.662,7.0,30-45,6-7,q2,30-45|6-7|q2
171014365400,train,30.44,160.13,16.612,8.0,30-45,8-11,q4,30-45|8-11|q4
171031640200,test,45.99,245.75,7.71,7.0,45-60,6-7,q4,45-60|6-7|q4
171087777700,train,38.84,320.94,3.952,7.0,30-45,6-7,q2,30-45|6-7|q2
171218489200,train,22.65,95.96,11.946,9.0,15-30,8-11,q4,15-30|8-11|q4
171230080700,train,58.68,119.23,2.539,7.0,45-60,6-7,q1,45-60|6-7|q1
171247104300,validation,48.37,133.51,7.243,7.0,45-60,6-7,q3,45-60|6-7|q3
171303368000,test,21.93,127.6,22.201,8.0,15-30,8-11,q4,15-30|8-11|q4
171304058900,train,33.89,296.94,9.908,7.0,30-45,6-7,q4,30-45|6-7|q4
171308544200,validation,8.73,39.95,3.977,6.0,0-15,6-7,q2,0-15|6-7|q2
171361529500,validation,43.94,133.03,7.736,8.0,30-45,8-11,q4,30-45|8-11|q4
171407099600,train,46.79,348.41,2.821,6.0,45-60,6-7,q1,45-60|6-7|q1
171525446200,train,52.74,108.99,17.484,11.0,45-60,8-11,q4,45-60|8-11|q4
171551424500,train,14.38,118.68,3.979,6.0,0-15,6-7,q2,0-15|6-7|q2
171596027400,validation,37.34,278.84,12.19,10.0,30-45,8-11,q4,30-45|8-11|q4
171630736800,train,21.99,85.33,2.709,6.0,15-30,6-7,q1,15-30|6-7|q1
171655125400,train,40.27,171.67,2.673,6.0,30-45,6-7,q1,30-45|6-7|q1
171675555400,train,11.92,6.89,14.209,7.0,0-15,6-7,q4,0-15|6-7|q4
171712424200,train,9.74,173.56,3.701,7.0,0-15,6-7,q2,0-15|6-7|q2
171740636400,test,19.28,257.2,15.99,8.0,15-30,8-11,q4,15-30|8-11|q4
171832747200,train,48.86,168.08,8.175,7.0,45-60,6-7,q4,45-60|6-7|q4
171836163500,train,22.66,52.4,5.107,6.0,15-30,6-7,q3,15-30|6-7|q3
171851702800,train,31.87,280.29,9.424,7.0,30-45,6-7,q4,30-45|6-7|q4
172040333901,train,45.83,149.91,8.916,7.0,45-60,6-7,q4,45-60|6-7|q4
172041350600,test,34.7,237.03,4.091,8.0,30-45,8-11,q2,30-45|8-11|q2
172084321900,train,45.47,153.78,2.513,6.0,45-60,6-7,q1,45-60|6-7|q1
172138472900,validation,45.65,59.29,8.186,6.0,45-60,6-7,q4,45-60|6-7|q4
172191298900,train,16.08,284.11,7.724,6.0,15-30,6-7,q4,15-30|6-7|q4
172248532900,train,11.43,354.18,6.641,7.0,0-15,6-7,q3,0-15|6-7|q3
172275006700,train,56.77,281.8,11.496,8.0,45-60,8-11,q4,45-60|8-11|q4
172292655900,train,39.11,328.7,5.434,7.0,30-45,6-7,q3,30-45|6-7|q3
172306884400,train,26.04,110.7,11.919,8.0,15-30,8-11,q4,15-30|8-11|q4
172347471900,train,45.56,266.8,4.421,8.0,45-60,8-11,q2,45-60|8-11|q2
172534107600,train,48.26,293.99,7.124,7.0,45-60,6-7,q3,45-60|6-7|q3
172537473600,train,51.48,212.71,4.952,6.0,45-60,6-7,q3,45-60|6-7|q3
172553593200,train,37.75,139.42,13.299,11.0,30-45,8-11,q4,30-45|8-11|q4
172615259101,validation,22.88,286.02,8.076,6.0,15-30,6-7,q4,15-30|6-7|q4
172623098500,train,49.03,286.88,8.756,7.0,45-60,6-7,q4,45-60|6-7|q4
172661560500,train,10.59,322.55,15.232,6.0,0-15,6-7,q4,0-15|6-7|q4
172696783800,train,50.0,343.73,16.457,11.0,45-60,8-11,q4,45-60|8-11|q4
172722667200,train,4.13,176.05,10.275,8.0,0-15,8-11,q4,0-15|8-11|q4
172761903100,test,54.56,3.83,10.3,10.0,45-60,8-11,q4,45-60|8-11|q4
172767979500,test,50.04,97.51,3.453,6.0,45-60,6-7,q2,45-60|6-7|q2
172772129100,train,44.28,242.5,2.667,6.0,30-45,6-7,q1,30-45|6-7|q1
172822717800,train,44.58,77.16,2.882,6.0,30-45,6-7,q1,30-45|6-7|q1
172912526700,test,37.74,330.75,6.496,9.0,30-45,8-11,q3,30-45|8-11|q3
172941986100,test,56.89,54.49,5.627,12.0,45-60,12+,q3,45-60|12+|q3
173021963400,train,29.26,319.17,5.709,8.0,15-30,8-11,q3,15-30|8-11|q3
173040330400,train,48.38,222.48,9.488,10.0,45-60,8-11,q4,45-60|8-11|q4
173064766400,train,57.51,333.65,5.007,7.0,45-60,6-7,q3,45-60|6-7|q3
173105481500,validation,15.52,160.44,3.685,6.0,15-30,6-7,q2,15-30|6-7|q2
173207663400,train,29.79,157.29,3.567,6.0,15-30,6-7,q2,15-30|6-7|q2
173231451000,test,8.83,163.45,5.414,7.0,0-15,6-7,q3,0-15|6-7|q3
173307696700,test,11.26,112.37,10.277,8.0,0-15,8-11,q4,0-15|8-11|q4
173332510100,train,36.86,113.35,7.81,7.0,30-45,6-7,q4,30-45|6-7|q4
173366967700,train,51.37,120.99,13.145,12.0,45-60,12+,q4,45-60|12+|q4
173390315300,validation,4.76,320.78,10.266,6.0,0-15,6-7,q4,0-15|6-7|q4
173438488700,train,23.6,281.32,8.016,6.0,15-30,6-7,q4,15-30|6-7|q4
173458183200,train,32.14,171.05,6.512,6.0,30-45,6-7,q3,30-45|6-7|q3
173496697500,train,39.59,355.24,12.963,9.0,30-45,8-11,q4,30-45|8-11|q4
173501515000,test,11.21,333.24,9.925,8.0,0-15,8-11,q4,0-15|8-11|q4
